Text,Sentiment
"AAP Study These easons Why Apple Failed, and Where It's Going STDY",-1
AAP On next pop if I'm out of other trades I will short for a quick trade.,-1
"JCP The next BBY (IMM) GMC, NFX? Action would certainly indicate such.",1
AAP BTO 430 Puts,-1
OECD Says Leading Indicators Flag Biggest Monthly Drop On Record,-1
GNW expecting this consolidation flag to resolve soon:,1
"5 stocks i've been buying at 50 with hopes for 70, SBX KOS PANW EBAY HAIN - AM I diversified? Will i see 70 this year?",1
"Whiting, one of top drillers in North Dakotaâ€™s Bakken region, is the first sizable fracker to succumb to the currenâ€¦",-1
MYGN sell stop under Friday's low or limit to short near 26,-1
"Sensex ends 581 points lower, Nifty gives up 8,300 as markets extend losses to fourth day amid coronavirus scare…",-1
RT : A beautiful story from : Coronavirus forces Rosa Mendoza to shift from waitressing to feeding the needy. Andâ€¦,1
"The pandemic sends a flood of new subscribers to Disney+, offsetting some of the companyâ€™s other shutdown problems.",-1
MCO out the last 1/2 from this morning +1.00 30 min opening range,1
I think AAP putting in a long term bottom.....of course I could be wrong but that is what it looks like :-),1
"ast wave of gaming consoles was released Nov '05 - Nov '06, look at GME price that year and the year after",1
Labor Secretary Eugene Scalia: Federal government will this week release funds from a coronavirus stimulus packageâ€¦,1
I'd buy MON. I'm waiting for a more serious pullback to get cheaper but not sure if that will happen. What do you think? 98/100?,1
My setup alerts went bonkers today..One of many that got triggered.Cup+Handle breakout in PFE,1
NGT #FED up to bat... JPM HSBC headed into Comex & ME for todays bashing,-1
Quietly IBM has been on a nice run. Value lies in its transformative nature. Our take from fall:,1
YHOO ong play. Watching over 20.88 for movements.,1
"SWI SolarWinds, this is Houston, you have cleared the tower, proceed to space",1
"Sensex jumps over 750 points to cross 29,000 mark, Nifty touches 8,500; IT, energy stocks lead gains #Sensex #Nifty #MarketUpdates",1
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid,-1
I don't care what anybody says. NFX may have a little earnings boost and I stopped out but the MACD divergence is there! Will short again.,-1
fio nothing but air under stock until 17.70-17.80,-1
FSC goes ex-dividend tomorrow paying monthly 0.0958 per share with next payment on Jan. 31st with 10.60% yield,1
"ed Monthly Triangle on CSN,....starting closing for profit",-1
AAP 450 pin?? Yep !! 450.00 Pin,-1
US Shares Rebound 6% As Central Bank Boosts Liquidity To Fight Virus Effect,1
3 horsemen of high beta momo chase FS GMC NFX being slammed a bit here : advanced tell that the new year party is over for the mrkt ?,-1
EVC traded some heavy volume today looking for the next move to 2.50 now,1
VVS Vivus CEO eportedly Says Acquisition is 'Inevitable' talking to Deal eporter at the J.P. Morgan,1
keep an eye on CAI. we are long from 3.95 and it is setting up well for earnings on 4/2.,1
A reminder that HIBB reports on Friday. See DKS today.,-1
Put FS at the top of your radar?today after Citigroup initiated?at Buy and target price of 41,1
Jeff Bezo's the wizard...it's all about Gross Margins and theirs are getting less gross...AMAZON reads Wall Street's minds AMZN,-1
CHK - what I'm looking at - small risk position calls only. Scalp - maybe a swing XE watch.,1
AN is at least gonna sink to 7.60.,-1
"Einhorn sounds like a trapped long to me, didn't care about preferred stock last year AAP",-1
Distinguishing wants and needs in labeling which products are â€œessentialâ€ is tricky,-1
AXA Here is my tip of the day. Buy now! You do not even have to sign up for a newsletter or anything O If I'm wrong I will eat crow :),1
"Heard on the Street: U.S. stock bulls should take a careful look at China, where the post-coronavirus rebound has bâ€¦",-1
BAC will add more if we close above 12 today. AAP needs to take out 465 to attract more buyers.,1
NS breaks below the triangle,-1
CEE short higher and will short more here 44.35,-1
IFE is good?;),-1
"ed Weekly Triangle on CSN,....ong at 6.8815",1
NX will be watching this week for higher prices,1
DDD possible move to 38ish,1
AAP - 25% of short covered - blows that system would not route to NYSEACA before 0700 EST when offerd below 499,-1
SHOT YHOO TO 0!!!!!,-1
BAC Overall Market is digesting yan Budget !,1
"NVDA Nvidia Tegra 4 Benchmarked, Crushes Competition.",1
Three Dividend-Paying Guru Stocks - Sizemore Insights ADM CHK JNJ HNZ WFC DVA BBY,1
+1 user: QCO New MS Study results... enjoy,1
NKD giddy-up.,1
"RT : The XFL was in the middle of a promising reboot season before canceling its games because of coronavirus, now Vince Mcâ€¦",-1
World Economy Powering Down Daily Makes Recession More Likely,-1
CYN on flag break or Over 43.00,1
AAP rookies are selling today Mest loose OTof being Stubborn !,-1
RBI Sees Inflation Falling Below 4% As COVID-19 Outbreak Threatens Demand,-1
"NFX taking some off here, my 2nd trade",1
Now watching BA,-1
PETM ooks like water coming out of a garden hose...,-1
GS Ask is being pummeled...managers cannot miss this and afraid they are missing the train...,1
Beaten down large cap technology stocks leading intra-day short squeeze. INTC BID AAP,-1
AMZN a fool's errand,1
H broke support today and may drop out of the channel tomorrow... if it does watch out. Posted 1/23. Next 5.25 then 5.00,-1
"GME GameStop's Tony Bartel Announces Shift Toward Mobile (Audio). ong after beating 25,24. Stoploss 25,11.",1
AAP Going under 435 IMHO !,-1
Global oil demand is expected to fall by a record 9.3 million barrels a day this year as government-implemented locâ€¦,-1
"AMZN SI and MACD, suggesting further downside to near-term support in the region of 260 ( 50ema )",-1
X option trader appears to have put on 9k bearish put spreads in the Jul 20-13 puts against lower open interest in both strikes. Pos. hedge,-1
"Short list monday, AZK CENX DAKT EMK IO MVG QTY SNSS STK TAS VOCS",-1
Government To Borrow Rs 4.88 Lakh Crore In First Half Of Financial Year 2021,-1
"Monitoring Stock Market Volatility, Assures Nirmala Sitharaman",-1
AAP Self-serving tweets re AAP's continuous slide w/TC as CEO. Spending for &D's on hyperdrive & 100+ talented people work w/Jony Ives.,1
HTZ Great relative strength today in red tape. This wants 19+!,1
AAP - stock is down 17% from the start of the year. If you are an institution do you want this on your books at the end of the month?,-1
"GID still acting well, 46.20 stop on rest",1
sold 3/4 of AN +0.27 (+2.94%) - keeping 1/4 of position overnight,1
SHOT CNE 13.7,-1
"SWY - clean up isle 6, 7, & 8, we have short sellers bleeding out everywhere",1
CTXS (conservative swing) once again bouncing nicely off support (w/volume) MCP (aggressive swing) however strong probability.,1
GS is a no brainer trade to 149+ pretty soon.,1
"Sensex down 3,270 points at 26,646, Nifty near 7,800 as markets resume trading after 45-minute halt amid coronaviru…",-1
"aapl daily , broke downtrend(from closing prices) now w v pattern back in play.......600 target",1
AAP I bought 431.79 on March 14th. The spx was 1563 that day and it's now 1563. I'm +6.88% and you guys are bearish? come on man!,1
"NIS over 2,60 will run hard. ONG",1
The bigger picture looks even more frightening for AAP perma-bears. Check this from my friend user,-1
"watch for a weekly close Friday above resistance, then go PIG OT! MCD DIA DJIA #FATTY #MMM",1
"The surging popularity also has given rise to a new form of online harassment, known as Zoombombing, where online tâ€¦",-1
GOOG how do you know GOOG is going to 700 ? Can you share that reasoning with us? he is a George Castanza,-1
"AAP setting up for a move higher again, watching for an expansion bar",1
AAP - trimmed 1/2 of our short exposure 516 level,-1
Not even drugstore chains can tell investors what the future looks like. Investors of all sorts should take notice.,-1
I don't like the technicals on OMX but the fundamentals look like they could turn around with a few good quarters.,-1
HN over 18 again doing above avg volume,1
Coronavirus pandemic has made videoconferencing upstart Zoom a household name,1
E ready to break key resistanec at 65,1
CANT WAIT FO AAP TO GO BACK TO 400,-1
SPY HG_F C_F FCX These breakdowns suggesting a SOFTE global economy? Pull SPX with it?,-1
GMC looks good filling gap up to 50,1
Prices for debt from companies including Ford jump on the Fedâ€™s plans to buy new and existing bonds from so-calledâ€¦,1
RT : Now is not the time for coronabonds: The ECB gives crisis-struck Southern Europe all the flexibility it needs to fight Coâ€¦,-1
"MHP Kids, don't do steroids",-1
"Green Weekly Triangle on CB,....Open Sell Short at 3.38",-1
VVS pop with volume,1
"MIDD - ong 97.69. Trailing Stop 118.01 from 10 Stops of 115.61, 113.95, 110.38, 99.33, 95.82, ... 90.46 & 87.31",1
"From the look of it ill be averaging down aapl around 380, there is no bottom around here.",-1
TPX my move is in play - motion to 35 then 33 and will cover,-1
Our software stopped us out of NSPH today for a 5% loss on the trade. Still hanging on tight with HA -,-1
CEG Confirming the expectation below 98.50. ikely to crack here.,-1
"RT : For the second time in less than a month, Chinaâ€™s central bank will free up more cash for banks to lend, part of Beijing's eâ€¦",1
"ES,EC,JNK,DAX Is the S&P diverging from other key mkts? The canaries?",-1
"Also, Bill Miller plugged AAP today & Samsung disappointed last night. Divy & buyback announcements due by mid-week. user",1
GMC watching 30 O flag,1
IBM Short Setup - 196.25 target:,-1
The dip last week to 15.55 might have been an amazing opportunity for investors to buy OVTI,1
AJ stopped out +6% for a nice gain,1
Gold Jumps Over 1% As US Central Bank Ramps Up Support Measures,1
FIE - Decending Triangle w/ possible bear flag last week. Open gap at 36.38.,-1
Clearlake Capital has raised more than $7 billion for new flagship fund,1
PCN further bookings acceleration could drive multiple expansion going forward,1
"I'm an analyst, after/while I analyze zagg, I know for a fact it is a dog with fleas. I know much more than you, trust me.",-1
JDS watch it for a possible short.,-1
"AMPE,...sell short at 4.48, scaling",-1
ZAGG Coming off the bottom with the Grandma pattern.,1
"Many companies are looking to suspend, delay or shrink their contributions to employeesâ€™ 401(k) accounts to conservâ€¦",-1
PI daily thx for the heads up user,1
I wonder if AFFY might go bankrupt. Or change their management. I mean 85% drop in the stock price and now a lawsuit.,-1
"EPS is a South African payment system company... not really the same as KCG, not even technically... DONT BY!",-1
NVDA ets see if it breaks over 13. Medium set-up on watch.Volume needed; ADX starting to point up,1
AAP finishing wave 3 of decline I think an error in your calc is incl Einhorn's Pump&Dump,1
AAP Full Stoch analysis yesterday,-1
"OAS, perfect opportunity to the buy the dip on this name. NG higher",1
NFX: Time for a Major Correction?,-1
AAP holding all of my current positions over the weekend,-1
Momentum Monday Post - thick and deep but dont chase ....NKD NFX TSA,1
"AAP What point does this get delisted from the NAS 100? ? not while it is in the top 100 duh! currently #1 nasdaq, #2 world",1
WMT expect that miss from late last week to materialize tomorrow morning... ong 67.50 puts,-1
The cult of Apple is dying - AAP,-1
SWY - made some sales 20.30 - 20.60,1
EXAS Pretty set up,1
AAP range is 500 to 350 - can go towards to lower end,-1
SPW short 12.33,-1
"NVDA ooks bullish but it must stay above 13.05 on a closing basis (monthly), EPS say no?",-1
"Mall and shopping-center owners are compiling a blacklist of large, usually financially stable tenants that havenâ€™tâ€¦",-1
NFX such a monster gap to fill not sure how anyone could fill comfortable sitting long here...,-1
"RT : Major banks declined Thursday, after a big drop overnight in U.S. Treasury yields via",-1
"RT : When 40,000 Italian fans gathered for the biggest soccer match of their lives, none had heard of social distancing. Two weeksâ€¦",-1
"Sensex soars over 1,650 points, Nifty hits 8,250 amid broad-based buying; Axis Bank, ICICI Bank, Kotak Mahindra Bank jump 10%",-1
"V just look at Visa, what a champ, textbook bounce at support and now outperforming again",1
"RT : â€œWe were on a good roll through January and February,â€ Goldman CFO Stephen Scherr tells me. â€œThen came March.â€ Updated wâ€¦",-1
AAP Expect to break upside;Triggers:Einhorn+Shareholder meeting+iWatch+Good base around 450 area.,1
BAC Add some on the pullback if my 12.22 order is fill,1
YHOO Sitting just under highs. It will interesting to see if it can break 21.5 next week,1
ADS breakout,1
AAP 422 nxt tgt,-1
H great risk vs reward with stop under Fib 2 at 4.50,1
"AMD 2.72 is pretty much the pivot resistance here. If that breaks, we could see 2.83 quickly.",1
"VMW testing its recent uptrend here, not real impressive as of late, SI now in bear country",-1
"MDSO - ong 27.51. Trailing Stop 38.58 from 10 prior Stops of 37.67, 37.11, 37.00 ... 27.51, 25.15 and 22.79 -",1
"TSO Don't be fooled by one day moves esp. after a large drop, the trend and my stop says I'm still good.",-1
NFX gets exclusive streaming rights to The Hunger Games,1
Streetwise: Scars from the coronavirus pandemic will persist for a generation of investors and future managers,-1
HNZ Another American Institution sold to foreign interests as SA is gutted. Buffett has 0 management power over 3G.,-1
XEC out 1/4 of short +1,-1
DDD and SODA look interesting but will wait until after earnings release,1
GEVO stock looks bad going to retest 1.80 base and go lower - beware,-1
ONG Setups: CF SPT DDD CZ AMI APA AXN ANIK CVT,1
"Sensex ends 3,935 points lower, Nifty settles at 7,610 as markets take 13% hit after a day's breather amid coronavi…",-1
"India To Grow At 1.9% This Year, Global Growth To Shrink By 3%, Forecasts IMF",-1
AAP aw of Attraction & Newton Sem to Win Again,-1
NVDA Breaking a short-term downtrend line w/ SI rising and MACD trying to cross above 0,1
AAP heading for the gap,1
What are professional money managers doing to limit the damage to portfolios? Hereâ€™s what a few had to say,1
"BYD triggered, 8.10 stop, 8.25 1st tgt",1
APC weeeee,-1
ANA Bought 8 mar calls on top of my long position,1
BAC what happens next?,-1
EVC user missyaubaby I'm short from ytd and today.,-1
IBM cant wait for test of 205 then 200 it;s coming who u fooling,-1
SPW covered 12.12 not trusting it for a swing. will watch for another short tomorrow,-1
ook how long DE has been fixing itself. Miraculously HPQ has done what DE can't. Not! QQQ XK,-1
Cash reserve ratio lowered to 3% from 4% for all banks for a period of one year: RBI Governor Shaktikanta Das,1
PHM ready to go. I'll buy some even up here too along with user,1
BSFT ran into the gap today and pulled back - maybe a trade in to it again,1
NG - ascend triangle much like FS & X breakouts 127 exten then 161.8 targets - fibs subjective,1
All of the above: rax setting up again spy,1
CAI 4.94 will be the bitch slap.and tank.,-1
"AAP working, taking some off here",1
"More like 100. John is conservative user: APP Aims to Open 60-70 New Stores Over Next 3-5 Years next step, re-fi",1
"Green Weekly Triangle on SHO,....pdating and Scaling Down",-1
KBH tried short on Friday 18.25 tested 18 then came back 18.25 then 18.55 when comes back 18.33 I'll short attempt #2 break 18 target 16.50,-1
NG - liked it where stewie mentioned - off the 20MA. First pullbk2 same would B good 2nd entry,1
xraystocktrader Great dividend pay and continued upside. Eager to see the next acquisitions CVX,1
AAP next stop = 430,-1
"Watchist: VBD COX CSC COF All need confirmation, but if confirmed...!!",1
ANF weekly kumo. Note Volume and MACD trying to turn down,-1
First trade coming back from vacation. HOT short at 59.80. Stop at 60.30,-1
SWY - now drinking Safeway store brand (Columbian whole bean) coffee out of SBX cup,1
GD SV NEM ABX AY - The Price of Gold plunges to six-month low,-1
"OWW through 5.70, possible move to 5.90-6",1
GOOG ?Qu? esperas para caer de una vez?,-1
DVAX rocket time hold on long 2.99,1
"Covered DKS, looks like a long if it can stay above 45.90.",1
AAP 10 SMA about cross above 50 SMA; hasn't been above since October.,1
This market is rollling over folks Study 8/10 days green? With momo stocks leading this market lower AAP VXX,-1
DA Broke out of bull flag. I'd look for confirmation for a leg higher,1
ZNGA Which two Casino Corporate Jets landed this morning at SFO from McCarren? Which two aw Firms Jets landed at SFO from Dulles?,1
BVSN took more off 11.80ish,1
Rupee Slides 17 Paise To Hit All-Time Low Of 76.44 Against US Dollar,-1
K is closing lower slowly with greater-than-average volume. Be Aware,-1
JCP Our CEO is tinkering with new idea at home about how to bring customer in. Be patient till you are wiped out.,-1
VXY 10 by eod AAP ramp,-1
"my year tgt is 270 next year 60 That is funny because unless AAP raises their div, their cash balance will be 200B 2014",1
MGE buying long 2.68 2.69,1
AAP GOOG IMO stock splits has wealth effect ExBuy100 shares WMT in1970 worth 14+Million receiving 300k+yearly SDIV Ex KO GIS MCD Etc,1
"HM wants higher, looks good on multiple timeframes, but not a fast mover",1
See risk to ES_F 1442.00-1423.75 as bearish momentum divergences resolve SPX SPY #stocks.,-1
"RT : The banks for years rode consumer spending and borrowing to big profits. Now, they are preparing to struggle alongside thâ€¦",-1
Come on CAT do the Harlem Shake.,-1
AEG Parabolic ....,1
I wonder how much an AAP move up would break the bear's backs? We know the bulls will hold to 400,1
BAC 11.75 to 11.80 today IMHO,1
"CT nice move this morning, gap filling in action!",1
EA is breaking out.,1
COX possible breakout play,1
I showed this MA on Friday with the upside orange dot traget at 517+ hit that this morn now red dot,-1
"T user DDD & SSYS working on left side of new bases. Wait patiently for them to form & better price action, as entry is everything.",1
Bloomberg : Morgan Stanley's ist of Companies with Higher Odds of a Takeover Offer FS is a TAKEOVE candidate !!!!,1
ANY looking good for 22.50 calls :),1
Investors want massive cuts to global oil supply as an initial measure to address the ballooning coronavirus crisis,-1
I WI SHOT WFC under 37.,-1
DNDN Good place to lock in (some) profit at 7.20 p 20% since alert at 6.00 from Feb. 4th,1
AAP Wow my god,-1
AAP take your profits sunshine and repeat! :),-1
"MCP taking some off here 6.50, looking for 6.75",1
NVT has the most unusual increase in #socialvolume,1
"All things gambling looking pretty good here with March Madness, MGM VS WYNN",1
"ed Monthly Triangle on CSN,......pdating",1
"HCA still a picture of perfect health, up six days straight, nice trend",1
VXY AAP bottom looks in - Add FAS here #FED-Short more VXY acct vacuum cleaner - GDP is OD Sandy news - We have relief funds in now,-1
THD finally,1
AAP Short 451.50 Will go down as soon Mrk will ollover,-1
AAP still holding puts. Will test 420 again.,-1
AAP We will close this gap before the rally IMHO...,-1
Watching AD for more upside. Breakout at 1.76.,1
DCTH finally ... taking more off 1.79,1
"TSO Was long now crack spreads say low 30's = Short, VO good short too!",-1
GMC looks like the free money trade for today. Headed to 49+ - so far so good,1
"Qatar began marketing U.S. dollar-denominated bonds, the first Persian Gulf state to tap the debt markets since theâ€¦",1
SCHW - new 52 week hi & looking to close on hi - like it - we will buy more,1
"MON - not making sales here - we will be buyers of weakness, looks like game on for a while...",1
AAP breaks under trend,-1
SWHC Just bought back the shares I sold yesterday at 9.58,1
"RT : Epidemiologists and economists aren't at odds. One measures the benefit of social distancing, the other costs. Their results sâ€¦",-1
Investors on today's jobs number: â€I donâ€™t think anybodyâ€™s surprised that it was a terrible month...We know itâ€™s goâ€¦,-1
"RT : The US dollar is the world's unchallenged reserve currency, and the Fed is the world's de facto central bank. During the curâ€¦",-1
eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,-1
"PO covering some here, possible pullback to 24ish",-1
AAP 2012 GOD & Quarterly histograms ED #FT71 / 460 done....still work to be done below shared Jan 15,-1
ooking at FB and CST for longs next wk,1
"NFX Held the 10 day ma like a champ yesterday, lets see if it can squeeze some more shorts",1
"â€˜Amid coronavirus-related upheaval to the car industry, we believe Tesla increasingly has a leg up vs. other automaâ€¦",1
G look for shorts to start unwinding their large positions,1
AAP show me the money,-1
DDD let's see if we can break through 36.50 and hold today - former resistance level,1
"I've been picking this one for a while, but I'm calling KKD as the next food company to make a DPZ like run in TWENTY13.",1
ANAD on 2.14 aunch Pad.,1
"Check out list of top performers since AAP peak, from user - Dogs like FS DE? +80% in NFX? Please.",-1
BCD price is holding above recent breakout area. Technicals look good.,1
Trade Ideas for Today MS ONXX NVE BGCP,1
"Heard on the Street: Norwegian Air could succeed in its last-ditch effort to survive the coronavirus crisis, but wiâ€¦",1
"Back in on the short side of COG, hedging my other nat gas plays XCO, COG trading at 10x+ sales 6.37 book. CHK 1.09X, 1.08X respectively",-1
SPW ...almost time for my daily short,-1
AAP 500 lot bid in the Feb 440P at 3.00 could create resistance or a temporary sell off,-1
HPQ how many upgrades tomorrow assuming Autonomy is now worth something...,1
"HCA entering long, here's the daily, like the volume on that bounce from support",1
EOG PXD OAS #energyswag,1
BAC All the banks are reversing now!,-1
Watch CAt under 91.,-1
NKD target 150 - 12 points to be made on downside start short scaling here,-1
New Blog Post - 'Momentum Monday - AAP dip buyers missing the market mojo...,1
COH reversed down from the 200-week sma with volume closing 40% above average. S line in new lows well ahead of price.,-1
"I am short 4,750 ATB and outright short 5,000 38.30 AIG , failed at trend line, stop at 38.40",-1
"Trade idea buy GGS 4.60 , target 5.47, cut below 4.20",1
GOOG deciding what strike to buy into the close for calls. AAP has been flagging since yesterday.,1
"AAP do you think your pep talk can influence the market? I am not the one who lost 51k, but your insight is insightful thx",1
The coronavirus pandemic has forced some difficult decisions for families and individuals. This series explores howâ€¦,-1
Short 828.30 GOOG 350 shares,-1
"BlackRock, the worldâ€™s largest money manager, is among the foreign companies that have submitted applications to enâ€¦",-1
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate. owers the arbitrage potential...",-1
PM best setup if market can hold 100 roll,1
out 1/3 of VMW short more. carrying remainder overnight also short full position FB and BID,-1
BAC Short Again Seem Weak a bit,-1
Should I short PXD at the open for a BearishBuck?,-1
BAC we are seeing...,1
tour de AAP gap fill ast gap of hope filled,-1
V Price sitting just above 2011trendline as we speak.,1
DNKN slightly above resistance,1
don't tell everyone ... user: That's a nice looking diverse list of 52-week highs: JNJ MMM GS OC F WAG DE,1
"Sensex, Nifty Extend Losses To Fourth Day In A Row Amid Coronavirus Scare",-1
"Watch SZYM, nice base, working a bull flag, could get legs to the 200 day ma around 10.30 on b/o",1
"CEG Too high, too fast. This one is well due for a pull back here. 100.00 is key.",-1
Altriaâ€™s fraught investment in e-cigarette company Juul Labs will take even longer to redeem following a challengeâ€¦,-1
DOE looking pretty ugly,-1
"Sensex closes 1,203 points lower, Nifty gives up 8,300 amid coronavirus crisis; IT, financial stocks worst hit #Sensex #Nifty #MarketUpdates",-1
ZNGA on the move!,1
AAP... you're going to have a tradable bounce on the heels of this post-triangle breakdown.,1
: AAP (daily) Three Black Crows and 50 (ema) teaming up**,-1
BAC really wants to get BACK to retest its old HIGHS.,1
SHOT P 13.95.,-1
Nailed GOOG today.,1
"DN MTG GNW Window dressing here, would not be surprised to see a reversal tomorrow. SPY DIA QQQ",-1
MMM looks ready to break out. ooking to go long on minor weakness (105.50).,1
HNZ do you guys think it will fill the gap?,-1
RT : Donâ€™t Trust the â€˜Eâ€™ in the Stock Marketâ€™s P/E Ratio - my latest,-1
"Green Daily Triangle on MH,....pdating",-1
Rupee Hits Record Low Of 74.50 Against Dollar Amid Coronavirus Scare,-1
bac fib levels,-1
"NS should start to slide here just like HF, that MM that was shut down in KY is having ramifications imo, longs getting nervous...",-1
"trade idea Buy GOOG 795, target 980, cut below 740",1
CSCO c'mon 21.,1
"GMC keeping a nice consolidation, should make a big move soon, MACD & SI turning up",1
CDX taking some off,1
PPHM why the big drop,-1
"Sensex ends 674 points lower, Nifty gives up 8,100 as markets extend losses to second day #Sensex #Nifty #MarketUpdates",-1
"Buy signal at 70 in ate November 2012 was right on the money, bounced perfectly off the trend line MEI",1
OY worth eyeing - keeping on your watch list,1
"Coronavirus Crisis: Domestic Passenger Vehicle Sales Down 51% In March, Says Industry Body SIAM",-1
"CXW this stock is so underowned and played, nice breakout setting up here",1
I hate to do it but reducing DDD position today. Just getting too big in portfolio. Still very bullish.,1
"SSYS covered some 68.65, 68.4 next tgt",-1
PCN possible short to gap close if it cant hold 685,-1
MOS long,1
"ES_F JPM JP Morgan funded Hitler. But, they were smart enough to not use so much leverage. Prepping 10x derivative bets on N Korea yet?",-1
CO pointed out this wknd - huge Outside Day - Bearish Engulf took out all of Jan's gains. Watch.,-1
"James Dinsmore attributes Bancroft Fundâ€™s unusually strong 2019 to falling rates, judicious use of leverage and a mâ€¦",-1
"Sensex, Nifty Likely To Open Sharply Lower Today; Yes Bank Shares In Focus",-1
my 526.20 bid not hit in aapl so i am expecting at least a move to 540 today :),1
GME over 23.40 here looks good to go,1
GMX -18% any news ?,-1
ANAD on watch list over 1st line with volume of 17% ave full day,1
GAE 2 & 3 calls waking up,1
RBI has cut the reverse repo rate by 90 basis points to 4%,-1
V Over 11.35,1
"MDSO - ong 27.51. Trailing Stop 41.40 from 11 prior Stops of 38.58, 37.67, 37.11, ... 27.51, 25.15 and 22.79 -",1
BZH Beazer Homes SA option traders getting bullish before earnings buying over 8k calls,1
u didn't miss it if it is still going lower :) MCP,-1
GOOG patience still here - mkt goes red big so does this,-1
MSFT - A Spanish group sues Microsoft to the European nion,-1
AVY Over 92.66,1
Hedge fund manager Chris Hansen started getting worried about the coronavirus in January. Now heâ€™s up 36%.,-1
Wall Street Posts Cautious Gains After Steep Losses On Coronavirus,1
JCP Piper out with 16 target I think it's should be 6,-1
"ed Weekly Triangle on MH,...Net Profit 4,895.75 (7.22%)",-1
goog short 738. Think they will sell into the open tomorrow. Would be lovely and same procedure than every quarter :) Good Night Guys!,-1
"ADBE continues to weaken, not following market. Short on break under 37.60. user",-1
"KiwiS hello friend, did you see CSN pre-market today, untouchable situation!",-1
en fuego! FMX EWW #Mexico! #international KO,1
"RBI Governor Shaktikanta Das starts Press Conference, his second press briefing since the COVID-19 outbreak",1
"IBM up 3.7% in pre-mkt, GOOG up 5.2. eaction to tech good, despite warts on both quarters",1
There goes IFE short....,-1
AMZN how low will it go?,-1
Latest On The Spread Of The Coronavirus Around The World,-1
Milwaukee's CAT to lay off 300 employees in So. Mke branch,-1
KEX took some off,1
"BAC Breaking Down, SPY is Next!",-1
DE continues to make new highs since breaking out on 1/2,1
AAP Dump by Einhorn in progress 40% Done Be patient....,-1
OY O'eilly Automotive Inc. option traders making big downside bets selling 27k calls buying 17k puts,-1
Domestic Flights Suspension Extended Till April 14 Amid Coronavirus,-1
"#13for2013 INVN still the leading gainer - shed 5% this week, profit taking in overbought market",1
EBAY SHOT 53.12,-1
OPK low of the day was 6.08. arge candle wick growing downward. MACD divergence downward. Stochastic downward divergence. SI downward.,-1
AAP ready...460 c 5.05,1
Coronavirus Crisis: State-Run Banks Allow Borrowers 3-Month Delay In EMIs,-1
IN SOME ANA,1
HTZ some divergence creeping in intraday (not shown) so may tap on brakes here but long-term solid,1
JCP good short under 16.75.,-1
AAP anybody want a tip? I hear Bluestar airlines likes next weeks calls on ddd do your research,1
AAP 458 PM good start for the bear :),-1
BAC C COF giddy up lotto call,1
DECK Bullish Breakout on Expanding Volume.A move towards 48 can be expected as long as 45.2 holds,1
"CSX enko view, PF Box size = 1, VEY bullish above 21, coal stocks confirming move on rails.",1
"U.S. statistical agencies are struggling to measure the economy during the coronavirus pandemic, with lockdowns andâ€¦",-1
"G two weeks away from its earning, ready to rocket within two days",1
RT : The 8.7% drop in U.S. retail sales in March was the largest on record. via,-1
AAP another leg down to 422ish,-1
SHD now trading under 200D Moving-Average,-1
AMZN holding up well - next buy point when clears this upper trend line on heavy volume,1
AAP 15min. one green 15M candle all day and it was the lowest vol of the day,-1
Take Profits & Tighten stops. SA indicating major correction looms. OCN NSM EGN BID GMC FB NKD,-1
ECAP: orders in for tomorrow (calls across various strikes and months) include ABMD AMCX DTV EMC EXP FIN GDD IG THD TOX !!,1
Megabanks enjoy certain advantages in this weeks markets which the oil patch definitely doesnâ€™t.,1
PAY VeriFone price target lowered to 15 from 27 at Deutsche Bank - 1 of 4 Massive downgrades - Disclosure: Short PAY,-1
SPY SPX ES Green Hedges Stars model: next stop 1410.56 SPX 1387.92 if lower.,-1
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserveâ€™s historic interventiâ€¦,-1
EBAY is on the radar for a move out of this new range above 52.26,1
"ed Weekly Triangle on SNSS,....pdating, for complete study check",1
"NFX Netflix, Inc. (NFX) Increased Debt Causes Concern [EPOT]",-1
AAP Not loving that close. ong weekly 450 calls. 25000 of us praying for the 450 pin close,1
U.S. stock futures waver between gains and losses after a roller-coaster session on Wall Streetâ€¦,-1
"NKD - great start to 2013, up 54%, 2nd best performer in #13for2013 portfolio",1
GE has been lagging. 1 of my favorite longs. Above 24 I think it runs. DIA,1
PEIX long more going to .50+,1
A few names with a Dark Cloud Cover candle pattern: MHO Y SAFT FXS,-1
AAP Mac manufactured un SA said Obama = ower Profit Margin !,-1
AKAM on the radar as a potential short vs 39.30,-1
"RT : â€œA company wouldnâ€™t admit to something this bad unless it has to: Luckin, Starbucks' biggest rival in China, says employeâ€¦",-1
"SSYS short/medium term trend is down. Next major support is at 64.72, its 200-day EMA.",-1
VHC another one I may buy tomorrow.... looking nice.,1
AAP I agree 450 pin Afternoon !,-1
"RT : Goldman's profit down 46% on a wave of expected loan defaults, though its old Wall Street businesses held up well.",-1
Nice share.... user: AMZN intraday short explaination.,-1
Heard on the Street: Digital business models and health care are places to hide in a pandemic-induced recession. Euâ€¦,1
PPHM 3 million shares stuck in a squeeze. Disinfo agents already appearing! user,1
